<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.09.02	09:00:00	2496.43	2501.33	2495.84	2497.55	8303	0	28
2024.09.02	10:00:00	2497.55	2499.48	2496.08	2498.12	5737	0	28
2024.09.02	11:00:00	2498.12	2507.19	2497.20	2506.24	6869	0	28
2024.09.02	12:00:00	2506.20	2506.52	2498.16	2498.91	6026	0	28
2024.09.02	13:00:00	2498.88	2501.99	2498.04	2499.16	4437	0	28
2024.09.02	14:00:00	2499.17	2500.16	2497.00	2499.78	4912	0	28
2024.09.02	15:00:00	2499.77	2503.12	2498.77	2501.18	5105	0	28
2024.09.02	16:00:00	2501.19	2502.25	2498.52	2499.88	7859	0	28
2024.09.02	17:00:00	2499.88	2502.37	2497.61	2501.96	6673	0	28
2024.09.02	18:00:00	2501.96	2502.36	2499.86	2501.49	4102	0	28
