<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.01.06	22:00:00	2634.29	2635.37	2633.14	2634.47	4463	0	28
2025.01.06	23:00:00	2634.47	2636.91	2634.47	2635.62	1622	0	28
2025.01.07	01:00:00	2636.15	2636.21	2633.46	2634.50	1518	0	28
2025.01.07	02:00:00	2634.50	2635.07	2632.84	2634.98	2557	0	28
2025.01.07	03:00:00	2634.98	2641.09	2634.85	2638.95	7073	0	28
2025.01.07	04:00:00	2638.95	2640.01	2636.87	2638.43	5089	0	28
2025.01.07	05:00:00	2638.43	2640.18	2637.47	2639.52	2838	0	28
2025.01.07	06:00:00	2639.50	2639.68	2637.24	2638.18	2838	0	28
2025.01.07	07:00:00	2638.18	2645.62	2636.98	2644.37	5723	0	28
2025.01.07	08:00:00	2644.37	2646.69	2639.81	2640.15	5566	0	28
2025.01.07	09:00:00	2640.16	2642.03	2637.91	2640.44	5998	0	28
2025.01.07	10:00:00	2640.43	2644.74	2640.04	2642.58	6641	0	28
2025.01.07	11:00:00	2642.57	2644.05	2640.02	2641.31	4903	0	28
2025.01.07	12:00:00	2641.31	2644.71	2641.21	2643.82	4410	0	28
2025.01.07	13:00:00	2643.84	2648.61	2641.89	2648.38	4998	0	28
2025.01.07	14:00:00	2648.34	2652.66	2647.38	2651.60	6788	0	28
2025.01.07	15:00:00	2651.60	2664.12	2649.92	2662.32	13416	0	28
2025.01.07	16:00:00	2662.33	2662.89	2655.70	2658.45	12459	0	28
2025.01.07	17:00:00	2658.44	2658.44	2641.87	2647.65	17888	0	28
2025.01.07	18:00:00	2647.64	2655.53	2646.46	2651.72	12771	0	28
2025.01.07	19:00:00	2651.72	2655.95	2650.19	2652.48	10250	0	28
2025.01.07	20:00:00	2652.47	2652.51	2647.27	2649.07	10422	0	28
2025.01.07	21:00:00	2649.10	2650.31	2646.95	2649.26	8014	0	28
2025.01.07	22:00:00	2649.27	2651.40	2647.17	2650.26	7016	0	28
2025.01.07	23:00:00	2650.31	2650.36	2647.67	2648.13	1652	0	28
2025.01.08	01:00:00	2648.30	2650.07	2648.13	2649.58	1696	0	28
2025.01.08	02:00:00	2649.58	2651.43	2648.60	2650.46	2519	0	28
2025.01.08	03:00:00	2650.46	2650.84	2647.11	2648.72	7006	0	28
2025.01.08	04:00:00	2648.76	2650.25	2645.84	2648.78	4596	0	28
2025.01.08	05:00:00	2648.70	2648.73	2645.55	2646.67	4084	0	28
2025.01.08	06:00:00	2646.67	2648.60	2645.14	2646.91	3106	0	28
2025.01.08	07:00:00	2646.91	2650.63	2646.59	2649.96	4283	0	28
2025.01.08	08:00:00	2649.95	2652.94	2648.79	2652.11	5543	0	28
2025.01.08	09:00:00	2652.12	2654.38	2651.59	2652.55	5038	0	28
2025.01.08	10:00:00	2652.52	2653.74	2649.49	2651.89	6015	0	28
2025.01.08	11:00:00	2651.89	2654.95	2651.76	2653.48	5293	0	28
2025.01.08	12:00:00	2653.48	2655.06	2652.63	2653.09	4273	0	28
2025.01.08	13:00:00	2653.09	2653.09	2647.52	2650.74	7875	0	28
2025.01.08	14:00:00	2650.73	2652.41	2645.78	2651.93	7830	0	28
2025.01.08	15:00:00	2651.93	2660.20	2651.69	2660.15	13145	0	28
2025.01.08	16:00:00	2660.15	2667.47	2660.00	2661.35	14190	0	28
2025.01.08	17:00:00	2661.33	2667.69	2659.35	2665.79	13306	0	28
2025.01.08	18:00:00	2665.79	2669.86	2662.53	2669.47	9275	0	28
2025.01.08	19:00:00	2669.50	2669.67	2649.38	2655.51	11081	0	28
2025.01.08	20:00:00	2655.52	2659.04	2651.52	2653.20	9235	0	28
2025.01.08	21:00:00	2653.21	2660.49	2652.28	2658.12	8071	0	28
2025.01.08	22:00:00	2658.12	2663.98	2658.12	2663.24	6256	0	28
2025.01.08	23:00:00	2663.31	2663.96	2661.14	2661.37	2511	0	28
2025.01.09	01:00:00	2660.58	2663.08	2660.58	2662.50	1234	0	28
2025.01.09	02:00:00	2662.51	2662.68	2659.43	2659.87	2467	0	28
2025.01.09	03:00:00	2659.89	2661.32	2657.22	2658.46	5425	0	28
2025.01.09	04:00:00	2658.46	2660.03	2656.33	2658.80	4327	0	28
2025.01.09	05:00:00	2658.80	2662.06	2658.48	2659.31	3997	0	28
2025.01.09	06:00:00	2659.31	2659.65	2655.42	2658.94	3096	0	28
2025.01.09	07:00:00	2658.94	2660.88	2657.57	2658.25	4106	0	28
2025.01.09	08:00:00	2658.25	2666.78	2658.24	2666.61	5295	0	28
2025.01.09	09:00:00	2666.61	2666.66	2662.17	2662.33	4818	0	28
2025.01.09	10:00:00	2662.33	2666.82	2660.33	2664.32	6881	0	28
2025.01.09	11:00:00	2664.32	2666.44	2662.26	2664.91	5657	0	28
2025.01.09	12:00:00	2664.91	2668.47	2664.41	2667.37	5342	0	28
2025.01.09	13:00:00	2667.37	2673.16	2665.21	2670.18	6704	0	28
2025.01.09	14:00:00	2670.15	2675.08	2669.42	2674.03	6082	0	28
2025.01.09	15:00:00	2673.99	2678.18	2671.94	2672.62	11150	0	28
2025.01.09	16:00:00	2672.57	2675.61	2667.14	2672.46	9544	0	28
2025.01.09	17:00:00	2672.42	2675.33	2668.02	2668.21	8517	0	28
2025.01.09	18:00:00	2668.20	2670.93	2666.18	2667.42	7706	0	28
2025.01.09	19:00:00	2667.43	2668.52	2662.63	2665.88	7060	0	28
2025.01.09	20:00:00	2665.88	2672.47	2665.02	2671.23	6978	0	28
2025.01.09	21:00:00	2671.23	2671.68	2668.51	2670.12	5166	0	28
2025.01.09	22:00:00	2670.09	2670.79	2669.16	2669.51	3681	0	28
2025.01.09	23:00:00	2669.51	2670.15	2668.88	2669.97	958	0	28
2025.01.10	01:00:00	2669.25	2671.33	2668.39	2669.88	1736	0	28
2025.01.10	02:00:00	2669.95	2671.06	2668.91	2670.45	2982	0	28
2025.01.10	03:00:00	2670.43	2671.82	2669.11	2670.92	5496	0	28
2025.01.10	04:00:00	2670.92	2674.65	2670.40	2673.36	4849	0	28
2025.01.10	05:00:00	2673.36	2674.68	2672.41	2673.57	3277	0	28
2025.01.10	06:00:00	2673.59	2673.93	2671.66	2671.70	2674	0	28
2025.01.10	07:00:00	2671.70	2675.75	2671.48	2674.86	4553	0	28
2025.01.10	08:00:00	2674.85	2678.45	2674.22	2678.13	6005	0	28
2025.01.10	09:00:00	2678.14	2678.63	2673.38	2676.09	6388	0	28
2025.01.10	10:00:00	2676.13	2680.28	2675.66	2679.99	8166	0	28
2025.01.10	11:00:00	2679.97	2682.27	2677.68	2678.43	7726	0	28
2025.01.10	12:00:00	2678.44	2682.57	2678.22	2680.89	7294	0	28
2025.01.10	13:00:00	2680.90	2682.98	2680.15	2681.29	5927	0	28
2025.01.10	14:00:00	2681.27	2681.31	2674.84	2678.30	8054	0	28
2025.01.10	15:00:00	2678.26	2683.73	2663.93	2682.62	16119	0	28
2025.01.10	16:00:00	2682.59	2693.26	2680.81	2688.04	20743	0	28
2025.01.10	17:00:00	2688.06	2697.72	2682.42	2692.67	19292	0	28
2025.01.10	18:00:00	2692.65	2697.06	2686.80	2696.26	16247	0	28
2025.01.10	19:00:00	2696.26	2697.64	2692.37	2695.94	11334	0	28
2025.01.10	20:00:00	2696.01	2697.05	2684.95	2687.20	10146	0	28
2025.01.10	21:00:00	2687.20	2687.82	2684.48	2685.90	9261	0	28
2025.01.10	22:00:00	2685.92	2690.80	2684.54	2690.56	8807	0	28
2025.01.10	23:00:00	2690.52	2693.32	2688.67	2689.01	3034	0	28
2025.01.13	01:00:00	2689.81	2691.12	2685.39	2690.99	3404	0	28
2025.01.13	02:00:00	2690.98	2693.31	2688.04	2689.54	3193	0	28
2025.01.13	03:00:00	2689.57	2689.78	2679.27	2685.60	11764	0	28
2025.01.13	04:00:00	2685.60	2690.49	2684.87	2688.50	7076	0	28
2025.01.13	05:00:00	2688.51	2688.54	2685.33	2687.93	4685	0	28
2025.01.13	06:00:00	2687.93	2690.72	2684.24	2685.80	5027	0	28
2025.01.13	07:00:00	2685.92	2686.91	2683.17	2686.88	6248	0	28
2025.01.13	08:00:00	2686.89	2691.22	2686.88	2689.76	5558	0	28
2025.01.13	09:00:00	2689.76	2690.19	2684.33	2685.11	7514	0	28
2025.01.13	10:00:00	2685.10	2689.67	2683.95	2687.07	9069	0	28
2025.01.13	11:00:00	2687.03	2688.34	2683.26	2684.70	9527	0	28
2025.01.13	12:00:00	2684.70	2684.90	2677.25	2679.37	8720	0	28
2025.01.13	13:00:00	2679.35	2680.56	2675.43	2675.90	7619	0	28
2025.01.13	14:00:00	2675.88	2677.05	2664.25	2671.04	12645	0	28
2025.01.13	15:00:00	2671.05	2672.13	2663.76	2669.07	15221	0	28
2025.01.13	16:00:00	2669.10	2674.19	2664.03	2671.69	15352	0	28
2025.01.13	17:00:00	2671.63	2672.76	2661.04	2661.71	14156	0	28
2025.01.13	18:00:00	2661.71	2667.88	2660.69	2661.25	10013	0	28
2025.01.13	19:00:00	2661.25	2664.09	2659.25	2660.84	8225	0	28
2025.01.13	20:00:00	2660.78	2662.36	2657.52	2659.18	6612	0	28
2025.01.13	21:00:00	2659.20	2660.54	2656.73	2658.84	5726	0	28
2025.01.13	22:00:00	2658.84	2662.71	2658.68	2662.21	4806	0	28
2025.01.13	23:00:00	2662.21	2663.69	2660.76	2663.41	1624	0	28
2025.01.14	01:00:00	2663.00	2669.27	2662.86	2667.85	2742	0	28
2025.01.14	02:00:00	2667.85	2671.01	2666.24	2670.31	3357	0	28
2025.01.14	03:00:00	2670.31	2672.07	2667.79	2670.61	8631	0	28
2025.01.14	04:00:00	2670.67	2672.06	2668.51	2670.40	6541	0	28
2025.01.14	05:00:00	2670.40	2672.21	2668.73	2669.69	5922	0	28
2025.01.14	06:00:00	2669.67	2673.92	2668.34	2673.49	3917	0	28
2025.01.14	07:00:00	2673.49	2675.18	2667.30	2668.46	5874	0	28
2025.01.14	08:00:00	2668.51	2669.58	2667.29	2669.00	5281	0	28
2025.01.14	09:00:00	2669.00	2670.79	2667.14	2669.10	5764	0	28
2025.01.14	10:00:00	2669.07	2674.38	2667.18	2670.93	8739	0	28
2025.01.14	11:00:00	2670.93	2671.50	2664.76	2667.25	7830	0	28
2025.01.14	12:00:00	2667.25	2668.76	2664.63	2666.55	6664	0	28
2025.01.14	13:00:00	2666.55	2669.73	2664.50	2669.20	6190	0	28
2025.01.14	14:00:00	2669.21	2671.47	2666.45	2668.25	6798	0	28
2025.01.14	15:00:00	2668.26	2674.13	2660.86	2662.84	14310	0	28
2025.01.14	16:00:00	2662.84	2665.88	2659.82	2665.11	16558	0	28
2025.01.14	17:00:00	2665.11	2672.68	2665.02	2671.61	13897	0	28
2025.01.14	18:00:00	2671.65	2673.90	2669.76	2671.56	10975	0	28
2025.01.14	19:00:00	2671.56	2671.91	2668.00	2668.96	8196	0	28
2025.01.14	20:00:00	2668.94	2672.48	2666.67	2672.29	6365	0	28
2025.01.14	21:00:00	2672.31	2676.20	2671.79	2674.18	5852	0	28
2025.01.14	22:00:00	2674.18	2676.33	2671.75	2676.33	6550	0	28
2025.01.14	23:00:00	2676.36	2678.02	2675.75	2677.74	1701	0	28
2025.01.15	01:00:00	2675.75	2679.29	2673.87	2675.49	1798	0	28
2025.01.15	02:00:00	2675.49	2675.92	2672.50	2672.62	2036	0	28
2025.01.15	03:00:00	2672.62	2674.21	2669.73	2669.84	4904	0	28
2025.01.15	04:00:00	2669.83	2674.93	2669.23	2673.32	5431	0	28
2025.01.15	05:00:00	2673.29	2676.20	2672.32	2676.07	4117	0	28
2025.01.15	06:00:00	2676.05	2676.64	2674.17	2675.47	3239	0	28
2025.01.15	07:00:00	2675.49	2679.22	2674.53	2679.20	6393	0	28
2025.01.15	08:00:00	2679.21	2683.14	2678.99	2680.75	5857	0	28
2025.01.15	09:00:00	2680.75	2684.03	2679.95	2681.23	5841	0	28
2025.01.15	10:00:00	2681.24	2685.25	2681.11	2683.83	7592	0	28
2025.01.15	11:00:00	2683.84	2688.41	2682.87	2685.77	7486	0	28
2025.01.15	12:00:00	2685.77	2688.99	2684.75	2688.31	7659	0	28
2025.01.15	13:00:00	2688.31	2688.83	2685.08	2686.76	8632	0	28
2025.01.15	14:00:00	2686.76	2687.35	2684.01	2684.52	7612	0	28
2025.01.15	15:00:00	2684.69	2694.08	2682.03	2693.65	16701	0	28
2025.01.15	16:00:00	2693.67	2695.91	2678.11	2681.95	18876	0	28
2025.01.15	17:00:00	2681.93	2682.97	2676.66	2678.40	16513	0	28
2025.01.15	18:00:00	2678.41	2689.89	2676.89	2689.23	12410	0	28
2025.01.15	19:00:00	2689.24	2692.84	2688.34	2692.63	7857	0	28
2025.01.15	20:00:00	2692.67	2694.84	2690.97	2693.98	7633	0	28
2025.01.15	21:00:00	2693.98	2695.03	2692.47	2693.96	4900	0	28
2025.01.15	22:00:00	2693.96	2696.35	2693.11	2696.21	4263	0	28
2025.01.15	23:00:00	2696.23	2697.23	2693.81	2696.29	2326	0	28
2025.01.16	01:00:00	2693.47	2697.33	2693.19	2694.82	1924	0	28
2025.01.16	02:00:00	2694.82	2698.09	2692.83	2695.06	5568	0	28
2025.01.16	03:00:00	2695.06	2701.99	2694.34	2696.04	10868	0	28
2025.01.16	04:00:00	2696.06	2698.06	2695.26	2697.38	6988	0	28
2025.01.16	05:00:00	2697.35	2698.32	2695.57	2697.02	5145	0	28
2025.01.16	06:00:00	2697.01	2697.94	2696.61	2697.18	3141	0	28
2025.01.16	07:00:00	2697.21	2697.34	2693.68	2694.70	5252	0	28
2025.01.16	08:00:00	2694.73	2695.51	2689.85	2693.81	6214	0	28
2025.01.16	09:00:00	2693.80	2699.85	2693.36	2698.13	7348	0	28
2025.01.16	10:00:00	2698.18	2703.21	2697.01	2698.83	8886	0	28
2025.01.16	11:00:00	2698.83	2706.11	2697.38	2705.35	9105	0	28
2025.01.16	12:00:00	2705.33	2708.44	2704.60	2707.71	6753	0	28
2025.01.16	13:00:00	2707.74	2711.13	2706.07	2706.18	6122	0	28
2025.01.16	14:00:00	2706.22	2707.22	2700.22	2703.62	10614	0	28
2025.01.16	15:00:00	2703.61	2718.20	2701.26	2715.33	14171	0	28
2025.01.16	16:00:00	2715.33	2719.08	2712.77	2718.32	15443	0	28
2025.01.16	17:00:00	2718.33	2719.53	2712.51	2716.78	17134	0	28
2025.01.16	18:00:00	2716.76	2722.37	2716.57	2720.31	13766	0	28
2025.01.16	19:00:00	2720.27	2724.63	2719.41	2721.63	8534	0	28
2025.01.16	20:00:00	2721.63	2723.18	2714.72	2715.12	7824	0	28
2025.01.16	21:00:00	2715.12	2717.09	2714.70	2715.20	6964	0	28
2025.01.16	22:00:00	2715.20	2716.94	2714.30	2715.73	4681	0	28
2025.01.16	23:00:00	2715.73	2715.86	2712.38	2714.34	2981	0	28
2025.01.17	01:00:00	2714.20	2714.82	2712.26	2714.43	1653	0	28
2025.01.17	02:00:00	2714.43	2716.01	2713.70	2714.61	3574	0	28
2025.01.17	03:00:00	2714.61	2714.70	2709.77	2714.67	8331	0	28
2025.01.17	04:00:00	2714.67	2716.99	2713.86	2715.83	6072	0	28
2025.01.17	05:00:00	2715.80	2717.32	2714.52	2715.32	4294	0	28
2025.01.17	06:00:00	2715.33	2716.48	2714.19	2714.70	3451	0	28
2025.01.17	07:00:00	2714.70	2715.38	2711.06	2711.45	5247	0	28
2025.01.17	08:00:00	2711.47	2713.17	2710.48	2712.54	6240	0	28
2025.01.17	09:00:00	2712.54	2714.44	2708.59	2710.46	6447	0	28
2025.01.17	10:00:00	2710.50	2712.87	2709.38	2711.63	7059	0	28
2025.01.17	11:00:00	2711.60	2711.98	2703.91	2704.97	8480	0	28
2025.01.17	12:00:00	2704.97	2706.12	2702.82	2703.91	6707	0	28
2025.01.17	13:00:00	2703.91	2708.66	2703.65	2708.00	6204	0	28
2025.01.17	14:00:00	2707.99	2711.64	2706.90	2710.95	9578	0	28
2025.01.17	15:00:00	2710.97	2712.04	2704.40	2704.95	16201	0	28
2025.01.17	16:00:00	2704.92	2712.53	2702.63	2711.74	17957	0	28
2025.01.17	17:00:00	2711.76	2715.02	2710.10	2714.19	13675	0	28
2025.01.17	18:00:00	2714.20	2717.20	2713.50	2715.98	11336	0	28
2025.01.17	19:00:00	2715.97	2716.27	2710.54	2712.48	8893	0	28
2025.01.17	20:00:00	2712.50	2713.21	2705.46	2705.53	8955	0	28
2025.01.17	21:00:00	2705.61	2707.15	2702.71	2703.11	8022	0	28
2025.01.17	22:00:00	2703.11	2704.18	2699.94	2700.95	8993	0	28
2025.01.17	23:00:00	2700.94	2702.78	2699.22	2702.51	2448	0	28
2025.01.20	01:00:00	2704.07	2704.79	2691.22	2696.32	5052	0	28
2025.01.20	02:00:00	2696.28	2696.31	2692.52	2694.43	3904	0	28
2025.01.20	03:00:00	2694.44	2695.89	2689.31	2693.73	12697	0	28
2025.01.20	04:00:00	2693.76	2697.90	2693.63	2697.36	8129	0	28
2025.01.20	05:00:00	2697.42	2703.88	2697.41	2703.44	6446	0	28
2025.01.20	06:00:00	2703.43	2706.41	2702.15	2705.85	5698	0	28
2025.01.20	07:00:00	2705.83	2707.41	2703.58	2707.19	7539	0	28
2025.01.20	08:00:00	2707.20	2713.71	2706.50	2711.63	7741	0	28
2025.01.20	09:00:00	2711.64	2711.78	2702.79	2703.47	7005	0	28
2025.01.20	10:00:00	2703.46	2707.97	2702.90	2706.87	6708	0	28
2025.01.20	11:00:00	2706.88	2708.72	2702.89	2706.01	7496	0	28
2025.01.20	12:00:00	2705.98	2709.73	2705.18	2708.46	7400	0	28
2025.01.20	13:00:00	2708.40	2712.39	2704.65	2708.24	8723	0	28
2025.01.20	14:00:00	2708.26	2709.93	2705.99	2708.15	8146	0	28
2025.01.20	15:00:00	2708.13	2710.26	2701.74	2705.09	17908	0	28
2025.01.20	16:00:00	2705.38	2712.17	2705.05	2710.37	18741	0	28
2025.01.20	17:00:00	2710.38	2710.57	2705.15	2706.94	11595	0	28
2025.01.20	18:00:00	2706.88	2709.01	2703.39	2707.57	9233	0	28
2025.01.20	19:00:00	2707.55	2710.46	2704.33	2707.30	7145	0	28
2025.01.20	20:00:00	2707.31	2711.03	2705.24	2710.82	3584	0	28
2025.01.20	21:00:00	2710.86	2711.04	2706.35	2708.43	1799	0	28
2025.01.21	01:00:00	2707.58	2711.18	2706.43	2710.31	3461	0	28
2025.01.21	02:00:00	2710.29	2711.46	2702.71	2705.40	8092	0	28
2025.01.21	03:00:00	2705.43	2719.17	2703.06	2717.91	15260	0	28
2025.01.21	04:00:00	2717.85	2725.60	2717.76	2724.78	11230	0	28
2025.01.21	05:00:00	2724.72	2726.87	2721.10	2724.13	9312	0	28
2025.01.21	06:00:00	2724.15	2727.78	2722.94	2727.33	6330	0	28
2025.01.21	07:00:00	2727.34	2729.06	2725.32	2726.08	7835	0	28
2025.01.21	08:00:00	2726.06	2729.35	2723.70	2724.30	8644	0	28
2025.01.21	09:00:00	2724.30	2732.81	2722.55	2729.74	9300	0	28
2025.01.21	10:00:00	2729.65	2729.69	2721.43	2723.21	12165	0	28
2025.01.21	11:00:00	2723.21	2724.05	2717.90	2721.16	12867	0	28
2025.01.21	12:00:00	2721.16	2723.93	2718.96	2719.73	9772	0	28
2025.01.21	13:00:00	2719.72	2724.47	2716.46	2723.89	8069	0	28
2025.01.21	14:00:00	2723.94	2727.23	2721.83	2726.72	10327	0	28
2025.01.21	15:00:00	2726.75	2729.95	2724.47	2726.21	14004	0	28
2025.01.21	16:00:00	2726.21	2738.46	2725.26	2738.14	14773	0	28
2025.01.21	17:00:00	2738.07	2740.30	2734.57	2738.73	15728	0	28
2025.01.21	18:00:00	2738.80	2744.81	2737.68	2743.10	12999	0	28
2025.01.21	19:00:00	2743.17	2745.71	2739.95	2740.16	8457	0	28
2025.01.21	20:00:00	2740.15	2745.83	2739.82	2744.52	6875	0	28
2025.01.21	21:00:00	2744.54	2745.37	2741.25	2742.67	6909	0	28
2025.01.21	22:00:00	2742.63	2743.14	2739.93	2742.44	5822	0	28
2025.01.21	23:00:00	2742.42	2745.71	2741.94	2745.03	1689	0	28
2025.01.22	01:00:00	2745.58	2745.58	2741.84	2744.21	4775	0	28
2025.01.22	02:00:00	2744.30	2748.95	2742.53	2748.12	4885	0	28
2025.01.22	03:00:00	2748.03	2749.80	2746.81	2748.02	9967	0	28
2025.01.22	04:00:00	2748.01	2749.60	2746.27	2748.89	7667	0	28
2025.01.22	05:00:00	2748.88	2751.04	2747.86	2750.29	5846	0	28
2025.01.22	06:00:00	2750.28	2752.90	2749.21	2752.02	4274	0	28
2025.01.22	07:00:00	2752.04	2758.53	2750.31	2757.97	7778	0	28
2025.01.22	08:00:00	2757.95	2758.10	2745.50	2746.82	11821	0	28
2025.01.22	09:00:00	2746.81	2753.92	2746.51	2748.68	7866	0	28
2025.01.22	10:00:00	2748.70	2753.79	2746.87	2753.14	9839	0	28
2025.01.22	11:00:00	2753.14	2762.21	2752.81	2758.33	9711	0	28
2025.01.22	12:00:00	2758.35	2763.26	2758.27	2759.90	7152	0	28
2025.01.22	13:00:00	2759.96	2760.33	2756.23	2756.37	6521	0	28
2025.01.22	14:00:00	2756.42	2758.57	2751.72	2758.27	7730	0	28
2025.01.22	15:00:00	2758.29	2761.51	2750.98	2757.64	14382	0	28
2025.01.22	16:00:00	2757.66	2758.11	2750.31	2753.93	15223	0	28
2025.01.22	17:00:00	2753.92	2760.21	2750.40	2759.27	13266	0	28
2025.01.22	18:00:00	2759.28	2760.15	2755.85	2758.21	10451	0	28
2025.01.22	19:00:00	2758.23	2758.42	2755.89	2756.50	7385	0	28
2025.01.22	20:00:00	2756.49	2759.29	2754.94	2757.77	7822	0	28
2025.01.22	21:00:00	2757.78	2757.78	2755.01	2755.26	5421	0	28
2025.01.22	22:00:00	2755.24	2757.06	2754.78	2756.58	5282	0	28
2025.01.22	23:00:00	2756.59	2757.03	2754.82	2756.16	1700	0	28
2025.01.23	01:00:00	2756.13	2756.41	2753.78	2755.37	2547	0	28
2025.01.23	02:00:00	2755.29	2755.81	2753.20	2755.21	3028	0	28
2025.01.23	03:00:00	2755.23	2756.17	2750.56	2752.59	9318	0	28
2025.01.23	04:00:00	2752.58	2754.87	2751.97	2752.55	6915	0	28
2025.01.23	05:00:00	2752.50	2753.06	2749.45	2749.95	5979	0	28
2025.01.23	06:00:00	2749.96	2753.49	2749.83	2751.59	3500	0	28
2025.01.23	07:00:00	2751.64	2753.39	2751.36	2751.97	6406	0	28
2025.01.23	08:00:00	2751.91	2755.44	2751.06	2753.13	6435	0	28
2025.01.23	09:00:00	2753.14	2754.59	2751.67	2752.81	6205	0	28
2025.01.23	10:00:00	2752.74	2754.72	2752.01	2752.65	7374	0	28
2025.01.23	11:00:00	2752.67	2753.70	2740.90	2745.82	10270	0	28
2025.01.23	12:00:00	2745.80	2752.42	2745.18	2751.24	8762	0	28
2025.01.23	13:00:00	2751.27	2754.33	2750.71	2751.85	7518	0	28
2025.01.23	14:00:00	2751.85	2753.28	2741.94	2744.72	11824	0	28
2025.01.23	15:00:00	2744.88	2745.84	2735.83	2741.50	16569	0	28
2025.01.23	16:00:00	2741.51	2747.35	2740.31	2746.12	15590	0	28
2025.01.23	17:00:00	2746.04	2749.39	2742.12	2746.41	12170	0	28
2025.01.23	18:00:00	2746.30	2757.33	2744.09	2753.85	14105	0	28
2025.01.23	19:00:00	2753.83	2758.73	2752.23	2757.64	10383	0	28
2025.01.23	20:00:00	2757.63	2758.13	2755.04	2755.75	8349	0	28
2025.01.23	21:00:00	2755.74	2758.06	2753.73	2754.10	7111	0	28
2025.01.23	22:00:00	2754.07	2754.53	2751.33	2753.71	9206	0	28
2025.01.23	23:00:00	2753.75	2754.41	2752.10	2754.38	2161	0	28
2025.01.24	01:00:00	2754.47	2755.49	2753.61	2754.46	1845	0	28
2025.01.24	02:00:00	2754.47	2760.90	2754.20	2759.59	4000	0	28
2025.01.24	03:00:00	2759.54	2762.49	2758.54	2762.28	9260	0	28
2025.01.24	04:00:00	2762.23	2775.20	2762.23	2774.26	12580	0	28
2025.01.24	05:00:00	2774.20	2777.26	2770.91	2772.33	10349	0	28
2025.01.24	06:00:00	2772.28	2774.90	2770.47	2772.01	7204	0	28
2025.01.24	07:00:00	2772.03	2776.54	2772.03	2775.19	8673	0	28
2025.01.24	08:00:00	2775.19	2778.17	2773.18	2773.75	10088	0	28
2025.01.24	09:00:00	2773.79	2775.33	2771.93	2772.51	8257	0	28
2025.01.24	10:00:00	2772.54	2775.28	2769.94	2774.13	9473	0	28
2025.01.24	11:00:00	2774.05	2777.74	2770.97	2772.73	8810	0	28
2025.01.24	12:00:00	2772.74	2776.14	2771.53	2775.71	7336	0	28
2025.01.24	13:00:00	2775.72	2780.03	2774.06	2776.59	7707	0	28
2025.01.24	14:00:00	2776.56	2779.06	2776.04	2778.57	6656	0	28
2025.01.24	15:00:00	2778.57	2784.47	2777.81	2782.31	12662	0	28
2025.01.24	16:00:00	2782.34	2784.28	2773.76	2778.24	16126	0	28
2025.01.24	17:00:00	2778.21	2785.88	2775.41	2775.80	14571	0	28
2025.01.24	18:00:00	2775.83	2777.47	2769.84	2771.89	13226	0	28
2025.01.24	19:00:00	2771.89	2776.03	2770.49	2773.18	7878	0	28
2025.01.24	20:00:00	2773.20	2774.02	2771.28	2773.33	6453	0	28
2025.01.24	21:00:00	2773.35	2775.22	2771.21	2774.59	5616	0	28
2025.01.24	22:00:00	2774.58	2774.76	2770.64	2770.94	6445	0	28
2025.01.24	23:00:00	2770.97	2772.09	2770.44	2771.61	2398	0	28
2025.01.27	01:00:00	2770.69	2771.28	2765.11	2767.56	5171	0	28
2025.01.27	02:00:00	2767.58	2770.84	2766.15	2769.55	5452	0	28
2025.01.27	03:00:00	2769.56	2772.50	2762.83	2762.88	11395	0	28
2025.01.27	04:00:00	2762.89	2763.58	2753.93	2756.21	10439	0	28
2025.01.27	05:00:00	2756.20	2762.58	2755.13	2761.05	7891	0	28
2025.01.27	06:00:00	2761.03	2761.04	2755.65	2758.04	6467	0	28
2025.01.27	07:00:00	2757.92	2757.97	2752.76	2753.14	8243	0	28
2025.01.27	08:00:00	2753.14	2754.99	2750.72	2754.55	9146	0	28
2025.01.27	09:00:00	2754.54	2755.01	2747.24	2749.29	10005	0	28
2025.01.27	10:00:00	2749.30	2759.69	2749.21	2757.05	12263	0	28
2025.01.27	11:00:00	2757.04	2764.86	2755.53	2763.27	11272	0	28
2025.01.27	12:00:00	2763.26	2770.93	2762.74	2768.03	12186	0	28
2025.01.27	13:00:00	2768.02	2771.90	2765.01	2771.25	11740	0	28
2025.01.27	14:00:00	2771.26	2771.61	2760.48	2761.28	10714	0	28
2025.01.27	15:00:00	2761.29	2762.34	2752.23	2757.20	13361	0	28
2025.01.27	16:00:00	2757.13	2757.80	2744.99	2751.35	14772	0	28
2025.01.27	17:00:00	2751.41	2751.41	2739.45	2741.93	14859	0	28
2025.01.27	18:00:00	2741.97	2743.05	2733.36	2734.38	12770	0	28
2025.01.27	19:00:00	2734.47	2736.95	2730.44	2733.67	10638	0	28
2025.01.27	20:00:00	2733.66	2737.82	2733.02	2736.93	8145	0	28
2025.01.27	21:00:00	2736.95	2740.43	2736.75	2739.22	7799	0	28
2025.01.27	22:00:00	2739.28	2742.41	2738.07	2741.38	6634	0	28
2025.01.27	23:00:00	2741.41	2743.87	2740.84	2741.06	1854	0	28
2025.01.28	01:00:00	2740.17	2745.18	2739.49	2741.75	5250	0	28
2025.01.28	02:00:00	2741.74	2744.43	2739.76	2740.53	4711	0	28
2025.01.28	03:00:00	2740.54	2745.01	2739.44	2741.37	5810	0	28
